ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,JOB,BEGIN_MONTHS,STATUS,TARGET
5085886,M,Y,Y,No children,315000,Higher education,Married,House / apartment,-18661,-1265,1,0,0,0,Managers,-10,5,1
5033435,M,Y,N,2+ children,315000,Secondary / secondary special,Married,House / apartment,-15476,-2879,1,0,1,0,Laborers,-3,2,1
5118420,M,Y,N,No children,90000,Secondary / secondary special,Single / not married,House / apartment,-10853,-249,1,0,1,0,Laborers,-9,2,1
5090737,F,N,N,No children,225000,Secondary / secondary special,Single / not married,House / apartment,-18972,-3715,1,0,0,0,Laborers,-15,3,1
5117313,F,N,Y,1 children,157500,Secondary / secondary special,Married,House / apartment,-13022,-3931,1,1,1,0,Laborers,-11,5,1
5029028,F,N,Y,No children,90000,Lower secondary,Single / not married,Rented apartment,-12026,-4770,1,0,0,0,Cleaning staff,-13,2,1
5118541,F,N,Y,No children,72000,Secondary / secondary special,Married,House / apartment,-18132,-1039,1,0,1,0,Laborers,-35,4,1
5009628,F,N,N,No children,238500,Secondary / secondary special,Married,House / apartment,-19305,-3296,1,1,0,0,Laborers,-32,5,1
5046328,F,N,Y,1 children,157500,Secondary / secondary special,Single / not married,House / apartment,-15466,-2269,1,0,1,0,Low-skill Laborers,0,5,1
5052877,M,Y,Y,No children,225000,Secondary / secondary special,Married,House / apartment,-17915,-3366,1,0,0,0,Drivers,-9,4,1
5046324,F,N,Y,1 children,157500,Secondary / secondary special,Single / not married,House / apartment,-15466,-2269,1,0,1,0,Low-skill Laborers,-23,5,1
5051160,M,Y,N,1 children,135000,Secondary / secondary special,Married,House / apartment,-9594,-866,1,0,0,0,Laborers,-10,5,1
5018503,F,Y,Y,No children,90000,Secondary / secondary special,Married,House / apartment,-18950,-1002,1,1,1,0,Cooking staff,-40,4,1
5089201,M,N,N,No children,135000,Higher education,Married,House / apartment,-13155,-2927,1,1,0,0,Managers,-26,2,1
5092342,F,N,Y,No children,225000,Secondary / secondary special,Widow,House / apartment,-19252,-2057,1,0,0,0,Sales staff,-18,2,1
5021802,F,N,Y,No children,225000,Secondary / secondary special,Married,House / apartment,-12325,-187,1,0,0,0,Core staff,-5,2,1
5142458,F,N,Y,No children,67500,Higher education,Separated,House / apartment,-18952,-499,1,0,1,0,Core staff,-48,5,1
5149192,M,Y,N,1 children,450000,Higher education,Married,House / apartment,-9847,-502,1,0,1,1,Core staff,-47,5,1
5125833,M,N,Y,No children,270000,Incomplete higher,Single / not married,House / apartment,-11625,-195,1,0,0,1,Sales staff,-5,2,1
5142459,F,N,Y,No children,67500,Higher education,Separated,House / apartment,-18952,-499,1,0,1,0,Core staff,-22,3,1
5142361,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-21,5,1
5046328,F,N,Y,1 children,157500,Secondary / secondary special,Single / not married,House / apartment,-15466,-2269,1,0,1,0,Low-skill Laborers,-4,5,1
5142184,M,Y,Y,2+ children,450000,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,-28,5,1
5096068,F,Y,N,No children,180000,Higher education,Married,House / apartment,-14943,-1650,1,1,0,1,Core staff,-40,3,1
5149838,F,N,Y,No children,157500,Higher education,Married,House / apartment,-12387,-1325,1,0,1,1,Medicine staff,-16,5,1
5142184,M,Y,Y,2+ children,450000,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,-32,5,1
5142362,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-18,5,1
5142361,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-48,5,1
5023963,M,N,Y,2+ children,90000,Secondary / secondary special,Married,House / apartment,-12681,-1677,1,0,0,0,Core staff,-33,2,1
5033749,F,N,Y,2+ children,90000,Secondary / secondary special,Married,House / apartment,-11854,-2917,1,1,1,0,Medicine staff,-4,3,1
5135344,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-34,5,1
5116036,M,Y,Y,No children,126000,Higher education,Single / not married,House / apartment,-14522,-863,1,1,0,0,Managers,-13,5,1
5022617,M,Y,Y,No children,202500,Secondary / secondary special,Civil marriage,House / apartment,-12022,-1674,1,0,0,1,Laborers,-42,5,1
5135346,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-25,5,1
5135346,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-21,5,1
5065518,F,Y,N,1 children,202500,Higher education,Married,Rented apartment,-9510,-2878,1,0,0,0,Laborers,-38,5,1
5137510,M,Y,N,1 children,225000,Higher education,Married,With parents,-12537,-3760,1,1,0,0,High skill tech staff,-21,2,1
5148934,M,Y,N,No children,108000,Secondary / secondary special,Married,Office apartment,-17209,-1081,1,0,0,0,Security staff,-14,2,1
5146167,F,N,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-20296,-1770,1,0,0,0,Security staff,-32,4,1
5100430,M,Y,N,No children,180000,Secondary / secondary special,Single / not married,House / apartment,-16310,-613,1,0,0,0,Laborers,-12,5,1
5135636,M,Y,Y,No children,195750,Secondary / secondary special,Married,House / apartment,-18836,-931,1,1,1,0,Laborers,-51,5,1
5065316,F,N,Y,1 children,157500,Higher education,Married,House / apartment,-15645,-4280,1,0,0,0,Core staff,-12,5,1
5018501,F,Y,Y,No children,90000,Secondary / secondary special,Married,House / apartment,-18950,-1002,1,1,1,0,Cooking staff,-13,5,1
5046328,F,N,Y,1 children,157500,Secondary / secondary special,Single / not married,House / apartment,-15466,-2269,1,0,1,0,Low-skill Laborers,-10,2,1
5053254,F,Y,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-18667,-2150,1,1,0,0,Managers,-4,5,1
5135345,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-25,5,1
5116455,F,Y,Y,No children,135000,Secondary / secondary special,Civil marriage,House / apartment,-18090,-9194,1,0,0,0,Medicine staff,-2,3,1
5148934,M,Y,N,No children,108000,Secondary / secondary special,Married,Office apartment,-17209,-1081,1,0,0,0,Security staff,-8,5,1
5078801,F,N,Y,No children,306000,Secondary / secondary special,Married,House / apartment,-18927,-2978,1,0,0,0,High skill tech staff,-6,4,1
5079167,M,Y,N,No children,202500,Secondary / secondary special,Married,With parents,-13720,-1394,1,0,0,0,Laborers,-3,5,1
5041175,F,N,Y,1 children,180000,Incomplete higher,Married,Municipal apartment,-10754,-65,1,1,1,0,Core staff,-26,2,1
5025127,M,N,Y,No children,292500,Secondary / secondary special,Married,House / apartment,-11111,-3350,1,0,0,0,High skill tech staff,-9,4,1
5046324,F,N,Y,1 children,157500,Secondary / secondary special,Single / not married,House / apartment,-15466,-2269,1,0,1,0,Low-skill Laborers,-35,5,1
5100427,F,N,Y,1 children,202500,Incomplete higher,Married,House / apartment,-10746,-1100,1,0,1,0,Sales staff,-13,5,1
5126463,F,Y,N,No children,112500,Secondary / secondary special,Separated,House / apartment,-17641,-10454,1,1,1,0,Medicine staff,0,5,1
5142183,M,Y,Y,2+ children,450000,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,-40,5,1
5035868,F,N,Y,No children,99000,Secondary / secondary special,Single / not married,House / apartment,-17584,-402,1,0,0,0,Core staff,-36,2,1
5025127,M,N,Y,No children,292500,Secondary / secondary special,Married,House / apartment,-11111,-3350,1,0,0,0,High skill tech staff,-3,5,1
5117313,F,N,Y,1 children,157500,Secondary / secondary special,Married,House / apartment,-13022,-3931,1,1,1,0,Laborers,-35,5,1
5036795,M,Y,Y,No children,215100,Secondary / secondary special,Married,House / apartment,-19175,-1285,1,0,1,0,Laborers,-14,5,1
5058531,M,N,N,No children,391500,Secondary / secondary special,Single / not married,Municipal apartment,-9242,-508,1,0,0,0,Sales staff,-6,4,1
5135636,M,Y,Y,No children,195750,Secondary / secondary special,Married,House / apartment,-18836,-931,1,1,1,0,Laborers,-6,5,1
5118643,F,N,N,1 children,112500,Secondary / secondary special,Married,House / apartment,-10065,-492,1,1,0,0,Cooking staff,-1,2,1
5050682,F,N,N,No children,157500,Secondary / secondary special,Widow,House / apartment,-17963,-197,1,0,0,0,Cleaning staff,-17,2,1
5142362,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-7,5,1
5118443,F,Y,N,1 children,108000,Higher education,Married,House / apartment,-16138,-431,1,1,0,0,Sales staff,-36,2,1
5065314,F,N,Y,1 children,157500,Higher education,Married,House / apartment,-15645,-4280,1,0,0,0,Core staff,-34,5,1
5097145,M,Y,N,1 children,405000,Secondary / secondary special,Married,House / apartment,-14740,-1434,1,0,1,0,Managers,-4,5,1
5142973,M,N,N,1 children,180000,Secondary / secondary special,Married,House / apartment,-10656,-926,1,1,1,0,Laborers,-11,3,1
5029565,F,Y,Y,No children,202500,Secondary / secondary special,Single / not married,House / apartment,-13354,-2727,1,0,0,0,Laborers,-24,2,1
5050606,M,N,N,No children,157500,Secondary / secondary special,Married,House / apartment,-18327,-7288,1,1,0,0,Laborers,-5,4,1
5146005,M,Y,Y,No children,225000,Secondary / secondary special,Single / not married,House / apartment,-10177,-189,1,0,0,1,Managers,-37,5,1
5053254,F,Y,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-18667,-2150,1,1,0,0,Managers,-7,5,1
5117134,M,N,Y,No children,270000,Higher education,Single / not married,House / apartment,-10390,-796,1,0,0,0,Sales staff,-41,2,1
5135344,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,0,5,1
5038807,M,Y,Y,No children,202500,Higher education,Married,House / apartment,-12658,-5374,1,0,0,1,Laborers,-9,5,1
5105538,M,Y,N,No children,202500,Secondary / secondary special,Married,House / apartment,-10191,-2218,1,0,0,0,Drivers,0,2,1
5149834,F,N,Y,No children,157500,Higher education,Married,House / apartment,-12387,-1325,1,0,1,1,Medicine staff,-10,5,1
5126463,F,Y,N,No children,112500,Secondary / secondary special,Separated,House / apartment,-17641,-10454,1,1,1,0,Medicine staff,-7,4,1
5078802,F,N,Y,No children,306000,Secondary / secondary special,Married,House / apartment,-18927,-2978,1,0,0,0,High skill tech staff,-17,5,1
5062136,M,N,N,1 children,180000,Secondary / secondary special,Single / not married,House / apartment,-12947,-137,1,0,0,0,Laborers,-43,4,1
5089162,F,Y,N,No children,225000,Higher education,Married,House / apartment,-20264,-2531,1,1,1,0,Accountants,-9,5,1
5142362,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-8,5,1
5093286,M,N,Y,No children,157500,Secondary / secondary special,Married,House / apartment,-17576,-1216,1,0,0,0,Laborers,-15,3,1
5021376,F,N,Y,No children,247500,Higher education,Married,House / apartment,-22100,-578,1,0,0,1,Managers,-8,2,1
5053254,F,Y,Y,No children,180000,Secondary / secondary special,Married,House / apartment,-18667,-2150,1,1,0,0,Managers,-10,5,1
5137206,M,N,N,No children,90000,Secondary / secondary special,Single / not married,With parents,-9900,-170,1,1,0,0,Drivers,-26,2,1
5033749,F,N,Y,2+ children,90000,Secondary / secondary special,Married,House / apartment,-11854,-2917,1,1,1,0,Medicine staff,-5,2,1
5142362,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-23,5,1
5105193,M,N,Y,No children,315000,Higher education,Single / not married,House / apartment,-10499,-545,1,0,0,1,Laborers,-26,4,1
5090737,F,N,N,No children,225000,Secondary / secondary special,Single / not married,House / apartment,-18972,-3715,1,0,0,0,Laborers,-3,5,1
5148735,F,Y,Y,No children,121500,Secondary / secondary special,Married,House / apartment,-10014,-1386,1,0,0,0,Medicine staff,-25,2,1
5052653,F,N,Y,No children,103500,Secondary / secondary special,Married,House / apartment,-10396,-564,1,0,0,1,IT staff,0,2,1
5142184,M,Y,Y,2+ children,450000,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,-27,5,1
5065618,M,N,Y,No children,247500,Secondary / secondary special,Married,House / apartment,-15302,-596,1,1,1,0,Laborers,-36,2,1
5126463,F,Y,N,No children,112500,Secondary / secondary special,Separated,House / apartment,-17641,-10454,1,1,1,0,Medicine staff,-1,5,1
5096527,F,N,N,No children,135000,Secondary / secondary special,Widow,Co-op apartment,-20012,-584,1,0,0,0,Core staff,-35,5,1
5036590,M,Y,Y,No children,292500,Higher education,Married,House / apartment,-21055,-808,1,0,0,0,Drivers,-9,2,1
5065314,F,N,Y,1 children,157500,Higher education,Married,House / apartment,-15645,-4280,1,0,0,0,Core staff,-32,5,1
5135345,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-33,5,1
5142459,F,N,Y,No children,67500,Higher education,Separated,House / apartment,-18952,-499,1,0,1,0,Core staff,-23,2,1
5117313,F,N,Y,1 children,157500,Secondary / secondary special,Married,House / apartment,-13022,-3931,1,1,1,0,Laborers,-7,5,1
5135990,F,N,Y,1 children,585000,Higher education,Single / not married,House / apartment,-10430,-900,1,0,0,0,Managers,-20,5,1
5126152,F,N,N,No children,135000,Secondary / secondary special,Widow,House / apartment,-15888,-500,1,1,1,0,Laborers,-38,2,1
5085886,M,Y,Y,No children,315000,Higher education,Married,House / apartment,-18661,-1265,1,0,0,0,Managers,-8,5,1
5025155,F,N,Y,1 children,202500,Higher education,Single / not married,House / apartment,-10106,-93,1,0,1,0,Accountants,-41,2,1
5056082,F,N,N,1 children,180000,Higher education,Married,House / apartment,-11630,-3769,1,0,0,0,Laborers,-47,2,1
5116258,F,N,Y,2+ children,180000,Secondary / secondary special,Married,House / apartment,-17468,-7413,1,0,0,0,Core staff,-25,2,1
5126012,F,N,N,No children,270000,Secondary / secondary special,Married,House / apartment,-20103,-1444,1,1,1,0,Waiters/barmen staff,-18,3,1
5050671,M,N,N,No children,171000,Incomplete higher,Single / not married,House / apartment,-11610,-166,1,1,1,0,High skill tech staff,-6,5,1
5054068,M,N,N,1 children,157500,Secondary / secondary special,Married,House / apartment,-16424,-1458,1,0,0,0,Drivers,-20,3,1
5096069,F,Y,N,No children,180000,Higher education,Married,House / apartment,-14943,-1650,1,1,0,0,Core staff,-38,3,1
5078802,F,N,Y,No children,306000,Secondary / secondary special,Married,House / apartment,-18927,-2978,1,0,0,0,High skill tech staff,-14,5,1
5069078,F,N,Y,1 children,202500,Higher education,Civil marriage,House / apartment,-14069,-3093,1,0,0,1,Accountants,-25,2,1
5046324,F,N,Y,1 children,157500,Secondary / secondary special,Single / not married,House / apartment,-15466,-2269,1,0,1,0,Low-skill Laborers,0,5,1
5146444,F,N,Y,No children,135000,Secondary / secondary special,Widow,House / apartment,-14394,-919,1,0,1,0,Managers,0,5,1
5100430,M,Y,N,No children,180000,Secondary / secondary special,Single / not married,House / apartment,-16310,-613,1,0,0,0,Laborers,-15,5,1
5117794,F,Y,N,2+ children,162000,Incomplete higher,Married,House / apartment,-9662,-796,1,1,1,0,Core staff,-4,4,1
5010864,M,Y,Y,1 children,450000,Secondary / secondary special,Married,House / apartment,-18173,-678,1,0,1,1,Core staff,-39,3,1
5135990,F,N,Y,1 children,585000,Higher education,Single / not married,House / apartment,-10430,-900,1,0,0,0,Managers,-13,5,1
5125832,M,N,Y,No children,270000,Incomplete higher,Single / not married,House / apartment,-11625,-195,1,0,0,1,Sales staff,0,2,1
5111144,M,N,N,No children,135000,Secondary / secondary special,Civil marriage,With parents,-15104,-1699,1,0,0,0,Laborers,-34,2,1
5142362,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-36,5,1
5097065,F,N,Y,No children,121500,Secondary / secondary special,Married,House / apartment,-18971,-8161,1,0,0,0,Managers,-13,5,1
5135345,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-31,5,1
5078802,F,N,Y,No children,306000,Secondary / secondary special,Married,House / apartment,-18927,-2978,1,0,0,0,High skill tech staff,-16,5,1
5025127,M,N,Y,No children,292500,Secondary / secondary special,Married,House / apartment,-11111,-3350,1,0,0,0,High skill tech staff,0,5,1
5135345,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-24,5,1
5018503,F,Y,Y,No children,90000,Secondary / secondary special,Married,House / apartment,-18950,-1002,1,1,1,0,Cooking staff,-37,5,1
5096069,F,Y,N,No children,180000,Higher education,Married,House / apartment,-14943,-1650,1,1,0,0,Core staff,-37,2,1
5009628,F,N,N,No children,238500,Secondary / secondary special,Married,House / apartment,-19305,-3296,1,1,0,0,Laborers,-37,3,1
5142183,M,Y,Y,2+ children,450000,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,-43,5,1
5117135,F,N,Y,No children,270000,Higher education,Single / not married,House / apartment,-10390,-796,1,0,0,0,Sales staff,-18,2,1
5142361,M,Y,Y,1 children,112500,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,-41,5,1
5113621,M,N,N,No children,225000,Secondary / secondary special,Widow,Municipal apartment,-19406,-346,1,0,0,0,Security staff,-4,5,1
5021431,F,N,Y,No children,126000,Higher education,Single / not married,House / apartment,-18907,-2470,1,0,0,0,Sales staff,-10,5,1
5090214,M,Y,Y,No children,135000,Secondary / secondary special,Married,House / apartment,-10712,-217,1,0,0,0,Laborers,-6,3,1
5091902,F,Y,Y,No children,225000,Secondary / secondary special,Widow,House / apartment,-19809,-1539,1,0,0,0,Cleaning staff,-2,2,1
5135345,M,N,Y,No children,112500,Higher education,Married,House / apartment,-20103,-555,1,0,0,0,Security staff,-21,5,1
5036590,M,Y,Y,No children,292500,Higher education,Married,House / apartment,-21055,-808,1,0,0,0,Drivers,-6,5,1
